president_year,sentence,label
Aquino-2015,"also apprehended list notorious tiamzon couple, commander parago, cadres cppnpandf ruben saluta emmanuel bacarra also elusive jovito palparan, well leaders biff, namely basit usman, mohammad ali tambako, abdulgani esmael pagao, international terrorist marwan.",
Aquino-2015,"clear see state nurtures men women uniform, abundantly reaping care.",
Aquino-2015,"together new equipment, also increased combat pay soldiers, well subsistence allowance entire uniformed services.",
Aquino-2015,"put , housing units men women uniform, number reach , step office.",
Aquino-2015,"camps, also livelihood programs, among benefiting soldiers wounded disabled course fulfilling duty.",
Aquino-2015,"heighten focus them, already ordered afp work together cabinet implement initiatives ensure sacrificed nation decent livelihoods.",
Aquino-2015,let us talk infrastructure.,
Aquino-2015,"remember congressman tarlac summer, tarlac river like desert.",
Aquino-2015,"rainy season, river would surge overflow, macarthur highway among areas affected flooding.",
Aquino-2015,"asked, charge flood control district approached pampanga river delta project.",
Aquino-2015,said lower agno project jurisdiction us.,
Aquino-2015,"then, went them, told us go back pampanga.",
Aquino-2015,"instead helping us, chose point fingers other.",
Aquino-2015,time skirting responsibility ended.,
Aquino-2015,"straight path, longawaited infrastructure projects constructed one other.",
Aquino-2015,"already mentioned lullutan bridge isabela, countrymen province anticipated two decades, like rodito albano open.",
Aquino-2015,"jalaur river multipurpose project, iloilo, conceptualized around time birth recently broken ground stage project.",
Aquino-2015,balogbalog multipurpose project phase tarlac planned .,
Aquino-2015,approved bidding process already started.,
Aquino-2015,"construction basilan circumferential road started back , longdelayed conflict province.",
Aquino-2015,"hostile elements blocked completion soon constructed, difficult time escaping law.",
Aquino-2015,"delivery services area would also expedited, thus weakening influence locals.",
Aquino-2015,"vast majority road passable, three bridges still finished.",
Aquino-2015,"already mentioned muntinlupacavite expressway, opened last friday.",
Aquino-2015,first two stages tarlacpangasinanla union expressway tplex also open phase star toll.,
Aquino-2015,"cavitelaguna expressway project, phase , metro manila skyway stage , nlexslex connector road completed—all benefits infrastructure strategy reach even people.",
Aquino-2015,"address flooding, ongoing repairs maintenance flood control projects.",
Aquino-2015,"among pasigmarikina river channel improvement project phase , completed .",
Aquino-2015,"highimpact flood control projects ncr surrounding areas slated completion november, target complete blumentritt interceptor catchment area next year.",
Aquino-2015,"laguna lakeshore expressway dike project, meanwhile, awarded december.",
Aquino-2015,"sure everyone see matter local officials belong party, provinces question ask need project let us listen helped translated transcript testimonial governor elias bulut president first ran senator, lost province.",
Aquino-2015,"ran president, lost again.",
Aquino-2015,"spite that, president still helped province.",
Aquino-2015,witness style governance.,
Aquino-2015,"administration recognizes problems region responds based need, rather considering votes earned here.",
Aquino-2015,province used neglected—because meager funds given us previous administrations.,
Aquino-2015,people walk two days get destination.,
Aquino-2015,"construction new road, many opportunities going open people apayao.",
Aquino-2015,"agriculture booming, people finally feel actually government looks them.",
Aquino-2015,"president, hope come over, see youve done here.",
Aquino-2015,used far much nearer good roads youve built.,
Aquino-2015,"translated transcript testimonial rep. mercedes alvarez met president bacolod city, thanked road already finished said, dont thank me.",
Aquino-2015,thank bosses.,
Aquino-2015,course told lie road again.,
Aquino-2015,"happened way candoni, saw road dpwh worked finally completed.",
Aquino-2015,happy decided take picture right there.,
Aquino-2015,"travel time cut half, thanks new national road.",
Aquino-2015,candoni used isolated area.,
Aquino-2015,investors didnt want make way state roads.,
Aquino-2015,roads good public transport ply routes.,
Aquino-2015,students dont walk way school commute.,
Aquino-2015,"plant sugarcane, bring way central market.",
Aquino-2015,"now, new roads, planting easier, economical, cheaper.",
Aquino-2015,"mr. president, behalf people cauayan, hinobaan, ilog, candoni, kabankalan, sipalay province negros occidental, want thank commitment, projects, programs.",
Aquino-2015,mabuhay po kayo!,
Aquino-2015,"governor bulut, senatorial election , hearts people province, presidential elections.",
Aquino-2015,"given infrastructure built, think anyone say arent hearts filipino people.",
Aquino-2015,"witnessed comes projects, basis need, votes.",
Aquino-2015,"now, congresswoman alvarez, has, number occasions, posed lying roads built district sorry, chedeng, next time lie road, arrested.",
Aquino-2015,violation obstruction traffic.,
Aquino-2015,"strategy clear constructing roads, bridges, infrastructure, reduce suffering must, accelerate delivery benefits.",
Aquino-2015,"ask contribute effort, willing make sacrifices.",
Aquino-2015,"example address flooding manila, pushed construction catchment area, protested particular university.",
Aquino-2015,said old buildings could affected project.,
Aquino-2015,"another example already need retrofit guadalupe bridge, vulnerable earthquakes.",
Aquino-2015,close bridge without completely shutting edsa bridge cannot fixed conventional means need open alternative path.,
Aquino-2015,"one proposal estimates , vehicles would able pass route.",
Aquino-2015,"thus, get done, retrofit guadalupe.",
Aquino-2015,problem chosen path route protested number groups.,
Aquino-2015,"agree guadalupe retrofit, also agree plan address heavy traffic along edsa, want inconvenienced structures need construct.",
Aquino-2015,attitude delays construction much needed infrastructure.,
Aquino-2015,also times assistance denied roadblocks also put path officials local level.,
Aquino-2015,"example, area devastated calamity.",
Aquino-2015,"went soon possible greeted congressman mayor, city administrator vice mayor spoke me.",
Aquino-2015,"told dpwh necessary equipment, ready put temporary shelters need land construct them.",
Aquino-2015,answer hectares used.,
Aquino-2015,"unfortunately, returned, single bit land turned us said using something else.",
Aquino-2015,one horror story.,
Aquino-2015,part help.,
Aquino-2015,"everything power give much assistance can, accordance law.",
Aquino-2015,"want cooperate, thing say next year election year, bosses ones decide alleviated, added to, suffering.",
Aquino-2015,let us move area publicprivate partnerships.,
Aquino-2015,"add together solicited ppp projects past three administrations, grand total six projects.",
Aquino-2015,"watch, number solicited ppp project .",
Aquino-2015,"number, awarded bidded still pipeline.",
Aquino-2015,judge difference yourselves.,
Aquino-2015,"back then, one would join projects now, private companies competing one another, even paying us premiums.",
Aquino-2015,premiums received private sector partners ppp reached .,
Aquino-2015,"billion, goes directly national coffers.",
Aquino-2015,"successful project redounds even greater confidence philippines, help accelerate process putting rest infrastructure need.",
Aquino-2015,"suffering people lessened, even come end.",
